0,0,0,24718,0,0,0,123906,0,0,0,28622,8289,0,52981,22408,45346,0,0,0,49149,0,34117,0,108491,38225,63587,0,0,0,0,0,115080,0,0,47260,0,0,0,0,82418,74916,0,52722,0,0,14382,24810,0,0,21231,42613,0,0,0,16901,0,53601,0,0,0,
3998,0,47733,0,71833,53314,1707,0,0,0,57970,71701,44719,33698,3605,0,0,102826,0,0,30535,70389,0,14194,0,0,0,0,0,0,57843,0,0,0,21871,0,7315,0,0,0,75058,151618,0,50696,36525,126047,0,0,0,80857,52591,0,1337,19834,0,73217,28800,31189,0,91939,0,
95813,0,0,0,0,0,0,100226,51156,0,0,22377,0,0,6685,0,12163,52850,0,110675,0,0,0,0,0,24175,0,0,0,57558,77781,147853,58,0,100713,41763,0,44286,42843,118141,77642,0,60781,0,0,39792,44324,122983,0,31055,75235,0,18832,8908,7860,0,46331,3849,0,0,0,
0,33503,0,20080,7977,34246,37777,0,59792,0,6973,0,7208,0,0,0,0,90666,105088,0,18814,0,0,0,0,0,0,0,5526,65263,36341,104485,0,0,29141,64249,0,0,0,0,0,21567,62072,0,0,62969,35494,0,0,0,0,0,0,0,12046,1795,33377,25894,0,0,43039,
50675,12008,25241,0,0,44045,35232,0,0,2509,63804,2576,78588,12318,0,0,0,0,72724,33350,4600,23064,22092,110830,32036,14789,0,35103,38032,107978,97979,0,0,0,12589,0,0,0,46633,32978,0,0,9551,46079,28083,25894,23486,15230,28747,0,32112,9590,0,0,0,30476,26472,2933,46966,0,15405,
0,0,0,65439,11862,8656,0,98431,98280,0,0,23018,0,0,0,56704,43050,0,0,43842,0,0,85392,0,0,41344,19356,0,0,84683,9191,0,24810,0,0,0,0,0,18150,46005,0,25641,0,0,19918,142673,25568,74987,0,97916,0,20383,19411,122364,0,0,29611,80174,27052,7754,0,
14947,0,0,30737,43356,43927,0,15447,3627,0,38434,9157,0,0,57989,82223,0,13557,0,44364,0,35858,0,0,0,13951,0,5761,28844,28185,48558,33726,0,41984,88976,0,69294,58675,49491,0,22172,31410,0,17779,0,0,93935,49330,0,42245,119588,0,8181,143384,0,0,0,0,0,18968,9351,
0,0,13229,0,0,52654,24563,18530,40423,0,55976,4242,0,0,0,0,22335,0,28363,56379,83550,56361,0,0,0,28842,25071,55013,0,0,0,0,82491,53691,0,0,0,39653,0,0,38977,0,0,84986,0,58933,110336,46489,93351,0,0,0,0,0,0,0,0,0,69267,33027,0,
15675,0,29182,0,47717,0,42376,89723,0,8939,35711,0,60992,88293,63062,53127,44244,51901,0,0,0,13586,0,0,0,0,0,65626,0,0,0,0,0,57417,0,25358,0,0,7468,38806,14899,0,57772,0,0,0,2465,104358,22450,102533,85413,0,0,0,0,0,0,45303,0,41184,50156,
24971,0,0,3016,0,0,34137,63266,0,0,34074,0,0,0,42526,86469,0,0,122969,14374,0,82572,25034,0,0,103459,0,0,51103,0,1264,4890,0,0,0,0,0,9082,0,29445,0,0,0,19175,167851,0,0,0,0,4043,0,70229,57617,0,57903,67263,0,73911,0,0,65174,
7915,7769,0,0,34503,6076,67021,0,27232,0,73609,65525,54899,1767,0,56750,0,0,17676,0,0,0,0,0,0,0,0,36061,56095,0,1260,27726,91346,72206,0,0,0,0,0,57870,78529,0,6875,96010,0,0,15718,4509,43593,32508,0,3342,0,50163,0,32227,66513,144050,100840,0,127691,
0,147030,26827,0,27189,0,0,19482,0,46985,115227,85191,28081,68463,0,90749,8072,0,107034,45802,0,0,34334,3161,75923,0,0,65083,55391,0,0,84382,22952,0,32248,99789,0,0,5802,18055,0,0,51889,56570,0,119763,0,0,0,0,0,0,83794,127341,0,0,0,38212,0,0,0,
0,0,0,0,0,0,5310,0,30074,44634,0,0,61962,5899,0,0,0,0,10492,101154,40676,0,25764,73902,35522,0,0,104327,0,0,37578,25060,0,0,0,17159,0,74358,6581,0,0,45714,25303,45573,0,0,2176,54395,41493,0,0,11558,0,40409,21023,10534,0,0,0,0,0,
0,120529,24987,136320,0,0,4586,0,0,0,0,0,0,24157,0,0,0,0,78419,0,0,1517,16256,0,0,0,22296,0,20622,0,0,0,0,10441,58040,38989,32253,0,46774,0,0,0,15314,0,0,67681,0,0,30498,54429,91188,6802,32335,16629,96837,0,0,0,0,39508,35639,
63258,0,19799,94752,0,0,18037,0,0,0,0,12069,0,44366,80405,11233,0,55511,0,0,28547,70682,112997,0,3577,0,140866,0,0,7693,0,0,0,0,5479,68569,27207,0,15712,34546,45434,14618,0,19835,0,0,0,0,76543,0,0,0,0,0,99600,0,0,0,15192,0,0,
61453,44653,16703,0,131293,2806,11014,100568,110645,161149,10883,6659,84152,0,10006,79189,0,0,0,25445,0,0,0,0,21687,21217,0,0,0,0,47250,75767,0,44218,31583,0,0,0,0,0,59900,0,0,0,62186,83935,51050,0,26199,30680,32295,41333,0,36960,103257,67260,0,42654,0,36435,123172,
2745,81541,133166,0,0,48392,96879,30508,0,0,0,122249,19385,22161,0,68621,0,3123,59713,2127,0,96446,60944,0,74650,0,72363,0,219,79971,0,0,27628,0,33837,78462,26826,31267,0,0,0,15658,158683,0,0,0,110109,68773,0,16194,55817,0,0,0,0,0,79441,20219,1186,19015,0,
0,0,39886,0,0,69248,17876,0,47262,0,0,71050,0,24473,33121,0,0,39794,60861,0,30792,25514,0,0,55515,17177,0,60034,0,111807,0,0,64890,0,0,124630,147229,0,0,0,50935,8133,15298,18205,88341,0,0,38271,103676,31779,0,53664,0,0,48770,72569,36711,29253,159044,0,78702,
0,4161,59773,0,0,65942,8651,0,0,83876,36249,0,106080,0,0,0,20445,0,0,26425,74129,0,104104,0,0,77507,0,0,41401,34966,75305,28503,0,78421,0,0,0,85515,79128,16732,0,7824,17887,0,0,0,0,83878,0,97929,0,60208,0,26998,33272,0,0,49872,0,0,0,
25871,0,0,2067,124999,0,0,32808,103236,0,0,1791,0,0,9722,0,0,93643,0,0,0,0,68733,0,0,0,4218,37201,0,0,45856,73829,98032,0,66706,0,0,0,0,0,78285,0,0,0,0,42312,0,0,3514,0,0,34522,0,6231,0,0,0,0,0,88561,0,
73101,16334,0,0,0,0,0,0,20287,0,0,39809,0,33,17123,101406,40022,3723,146463,62648,0,65914,0,73353,21852,0,0,25267,60271,35358,0,345,18960,0,0,0,0,121076,0,0,13212,0,3481,29758,91416,0,46563,56209,60525,0,0,0,0,0,82660,0,0,65346,93589,0,0,
5817,46026,45060,48118,3922,0,49931,0,99854,11306,32484,71467,73139,0,69893,46223,0,0,0,0,11965,91056,34045,0,21495,16887,0,0,44724,92354,64151,0,0,32277,62158,40435,105565,43544,0,1339,0,0,0,0,0,46845,0,17715,0,0,35482,0,0,31291,153047,0,0,69138,0,0,76490,
0,0,0,0,10224,97802,129888,19316,31033,0,53789,0,0,73636,73803,68544,0,0,57215,0,209,10255,15937,0,0,0,0,65625,0,0,34632,420,0,0,0,35530,41861,0,85947,0,0,0,14318,86825,0,0,6038,32037,6036,0,46903,43380,0,13208,0,0,107202,0,0,0,0,
0,0,17257,40903,0,0,4871,29824,69351,44574,0,0,0,27892,0,0,58288,0,0,0,0,22505,102369,0,6764,0,26638,21240,115249,88295,135348,0,39625,45136,100800,27452,0,72004,0,0,58261,32412,0,22392,85461,33761,49336,0,0,0,0,16507,96424,32301,0,0,76624,0,31857,28647,74347,
40879,0,64351,0,28281,0,46815,0,38000,0,6954,0,0,0,52155,0,0,0,0,45946,38892,60873,90473,20946,27294,0,49178,0,0,28786,0,0,52438,41942,120862,72708,0,0,0,0,55973,2205,0,72089,0,0,0,11344,29846,81084,0,0,104423,71831,47611,60640,0,47452,8112,62839,72547,
0,67178,131643,0,5205,0,0,4021,89435,24830,0,96921,0,74999,0,0,0,45124,0,63399,60081,20070,73339,0,38704,50446,0,11877,0,0,33429,0,20803,72052,1022,0,16587,0,39623,14266,0,0,0,33493,54058,24814,15511,0,0,0,0,49477,25335,13712,0,0,0,0,0,0,1170,
53867,17384,0,0,0,0,33574,71352,0,7110,0,103214,32318,0,0,0,35344,778,61484,17153,0,0,0,34446,46336,24985,0,0,0,29623,11335,37047,0,91122,3500,0,0,0,110432,49383,0,11145,0,78769,0,0,0,17149,27832,19603,2695,28058,31195,0,0,97647,0,0,53060,41671,0,
34078,0,0,81493,0,79269,0,0,69264,3906,8817,37068,90138,0,0,75664,55075,0,0,62779,0,0,0,28074,6007,0,89987,28717,0,0,0,0,127259,0,0,0,66942,0,116197,88309,0,47171,0,83466,0,89733,76310,104375,0,171507,152780,0,100174,1288,3616,0,0,0,0,34283,4219,
49852,0,0,0,159009,0,2400,0,0,0,10624,114833,43857,0,0,0,7838,12944,0,0,65760,126166,44376,0,0,0,0,9772,0,0,38487,0,0,2664,0,0,93035,0,0,21926,27481,19989,53543,31822,0,0,0,0,0,0,2139,0,41678,18000,0,0,29852,3190,0,0,41654,
0,0,0,0,65972,39878,44797,0,0,0,0,46601,11641,76373,0,0,0,0,131248,0,0,66147,21476,0,52700,0,0,168232,42263,0,5483,33907,0,0,0,0,56394,36935,50685,0,0,0,38960,39205,0,88484,0,4467,0,0,0,98276,0,78551,48944,0,9514,0,26034,92707,70298,
21731,72891,0,0,0,65019,71600,0,0,0,0,0,72390,33666,11499,0,134832,116088,4940,59594,50128,49701,0,32507,0,0,0,0,31162,0,0,10657,4330,0,30164,0,0,0,61544,0,0,41504,20357,24742,0,0,55309,0,0,0,0,132010,0,0,36131,0,0,0,0,6904,39778,
18455,0,0,34215,0,74798,24979,0,0,70866,25587,0,12021,0,12388,35295,21467,33915,0,0,80271,0,0,48233,0,15939,79175,161034,67207,85945,0,33635,47006,28991,0,0,1756,26503,89434,0,16736,84814,38806,0,0,0,56877,0,0,0,122293,0,0,75543,8175,0,57462,0,0,0,0,
0,0,0,0,114735,0,50630,0,26337,0,0,111581,0,0,0,115601,53220,0,0,45566,32699,0,9860,25382,50692,13498,0,39465,0,0,85766,0,0,24571,52534,0,82429,0,43693,41276,0,19483,62387,0,0,0,0,0,44722,8390,62190,7130,37696,62134,83092,0,70424,0,0,75665,0,
0,0,197904,0,67547,0,0,0,86043,63730,0,43576,0,0,0,129041,48516,0,0,0,40531,0,93670,68507,0,40476,6767,0,1680,39447,7410,0,0,0,65028,0,69945,61361,12029,0,0,0,15661,0,0,2504,0,5740,0,0,0,95652,0,0,0,0,0,0,3038,0,0,
40573,8551,0,0,0,37216,0,1539,45976,58088,0,0,0,90487,0,0,24750,0,34865,5823,0,39339,126395,0,0,2381,0,0,0,72925,0,0,55381,0,0,4517,31606,0,0,40723,53730,40293,0,39004,0,0,0,79128,51107,66508,31528,0,1874,0,154225,0,0,0,0,84596,124808,
137789,0,2689,24830,0,0,112046,0,89968,0,0,21176,0,2243,40289,25601,0,0,0,41674,0,33852,10106,0,0,74845,0,0,92032,0,22310,31881,90297,23576,0,0,26829,35018,0,0,32811,27611,0,0,33726,60307,26255,2674,18303,19465,0,0,0,83797,43391,14959,0,0,0,66991,21871,
